GalaxyID,M_b_fit,a_fit,gamma_fit,ChiSq,M_b_fit_bulge,a_fit_bulge,gamma_fit_bulge,ChiSq_bulge
NGC0055,17020608025.060087,5.153209891102157,0.00010000001343591336,23.38964207652007,,,,
NGC2683,65219894289.64676,1.4771619599358206,0.00010004026539048557,1019.7621382506677,3671957075.4038534,0.0019282045215906279,0.00010400279667428498,0.000221696595177525
UGC12632,387556239251.82056,99.99999998324546,0.9689005179343801,12.164677892051047,,,,
F563-V2,31141134060.709343,8.746519301458322,0.21170467400804058,15.272441888882323,,,,
NGC5585,9867416963.854738,6.6819042560239295,1.0827639294906422,19.12132836573082,,,,
NGC2976,68996626630.03728,4.468965516936554,0.00010000458852693706,300.09676547269834,,,,
NGC7814,30405298566.78149,2.687902990787431,0.00010000002080553835,325.87478120383406,32523462268.586002,0.2935602815370037,0.00010000012141557943,61.402150975404375
UGC05716,34195354120.630993,40.453485858338325,1.295554591949965,13.057944946222003,,,,
F571-V1,12890157847.671951,6.29395649658646,0.0001000121657189626,9.266936738625846,,,,
F583-1,504979807627.88464,99.9999999956701,0.7739304160461904,50.42539834631074,,,,
UGC11914,144224780468.41074,3.6446886269239496,0.00010000000032672231,631.5657497406316,39495332550.81838,0.5423938378098748,0.20267257304568018,2038.7972396294585
NGC0891,63257535010.72344,2.0882865463730083,0.0001000000146761925,1995.2157577039188,11655152598.632336,0.11459628603758573,0.00010000001593401229,44.49022888106987
DDO170,8265155541.916168,6.152271371989221,0.00010000054537223337,11.878920270603635,,,,
F568-V1,42752368148.23413,23.038523653990953,0.9911767001174036,27.18197409072184,,,,
ESO079-G014,933234017036.86,65.6565844077232,1.0415558987671807,232.04574488372322,,,,
UGC06787,108850431246.51176,4.073471184305356,0.00010000020333295296,3655.5065945655692,12269336012.45565,0.3350757720919901,0.00010000029664264349,709.0038792976393
D631-7,1068235950.5978845,1.3547842598826052,0.00010000001672656088,19.684956152936167,,,,
NGC2955,251405026467.19684,7.015637013949018,0.00010000021989276668,510.33578007313537,80973892820.72871,1.191203381145051,0.00010000003846686028,3511.057914209036
UGC03580,20750520111.873436,1.958997435296492,0.00010000048009604883,320.71396284737665,1354923107.8982787,0.3061840739275646,0.00010000014947373114,355.66621788364114
NGC4100,73957068650.16476,2.9842775172963787,0.00010000002824776832,3751.746298275787,,,,
UGC06786,64942390611.18226,3.9769845333170775,0.00010000005472748385,4995.155640534977,15085999011.720629,0.3523769386750191,0.0001000000082993903,790.9602721618807
UGC00128,60033278688.0975,23.570766664898056,0.908956179783561,237.0985478806856,,,,
NGC4068,5895555182.587672,3.8826948112589283,0.12272268418021533,0.42745925626293824,,,,
UGC00731,2463156918849.118,99.9999999786949,0.2346282470961543,36.090421679376334,,,,
UGC07608,785081128083.4885,99.99999999477005,0.7496097443979578,1.9851968253766596,,,,
UGC05750,41337648002.649506,16.111405374434167,0.22421006755895975,16.867313466016732,,,,
UGCA442,1705585746.8400636,2.1860658916174205,0.00010000013138332947,39.04135564790584,,,,
UGC04278,723654520932.4084,99.99999996941789,0.9136300255133117,470.1682906592646,,,,
UGC07151,9112682179.287586,2.9100716990895124,0.3971013780042828,17.492256764784607,,,,
NGC3972,66122242994.162476,9.088148693532059,0.6113758119343297,110.31282579730544,,,,
F568-1,1049761728833.4746,99.99999996372533,0.8544497194605474,69.93879140050706,,,,
NGC7793,16452818231.126293,2.6367265027961815,0.5789064137251759,499.43806774365066,,,,
NGC3877,1883546599635.6704,93.56209178083117,1.247996063903106,464.1855467192957,,,,
NGC6674,348434273607.2364,5.1010209173779835,0.0001000000339014074,2362.780867651916,13673024450.198683,0.007516873287042156,0.0001017271995510026,0.008245552965200449
NGC6015,51101321519.64334,2.7102354766897228,0.0001000002764133931,1755.6667855825167,,,,
UGC12732,268236443617.5568,99.9999999864162,1.1456675620773225,83.77326753666793,,,,
DDO168,1562062880.921508,1.5099292434578098,0.0001000003720041448,3.2085659414140553,,,,
NGC2903,47030492427.13187,1.7546804358739194,0.6889499278709962,4957.263217719199,,,,
UGC02455,6289154992.696917,1.632692958531268,0.00010000001485759387,12.3042621246771,,,,
UGC02023,7327514952.933782,3.740502138839108,0.0001000000093232978,6.341694281497078,,,,
DDO064,13083898195.392002,5.748473998040855,0.00010000303425855809,18.81917470555832,,,,
UGC05986,10485749985.887495,2.5014354793158655,0.00010000156525093314,175.48878384379654,,,,
UGCA281,326920209.09821343,0.7095993974349443,0.00010000000731023105,3.6725779119456075,,,,
UGC06399,12293920274.117884,4.93623531066601,0.04487029802297203,2.9297269366376133,,,,
UGC09133,280010488585.67206,4.764930891278254,0.00010000002059149806,6098.363062626683,48942639524.082596,0.6296878091851583,0.00010000000295826337,2838.2245577654476
NGC0024,9561228109.245646,1.6552703208326212,0.00010000000020304965,439.88572808979524,,,,
UGC08550,1133874798.011336,1.2257786470141379,0.00010000029781120582,46.29317807700374,,,,
UGC02953,258462946970.9166,3.615884758837304,0.0001000002734735585,30699.05077131682,23042528496.3261,0.3783192303081077,0.00010000190585909659,6555.733413482568
NGC4138,27229449633.32291,0.6992547754220177,0.00010002019790492829,115.84097455287605,5775402981.815229,0.0006927261656010737,0.0006504429405267877,4.182042782382483e-05
NGC0247,51024575723.664474,11.538408983842356,0.400283520595552,64.7078170427426,,,,
IC4202,332633869839.78253,13.842498433398184,0.00010000104007941886,2405.2620550193633,8271540559.747923,1.0065564061575782,0.00010000004257148263,260.5124025956251
UGC08286,5246071902.297716,2.8376158065856836,0.0001000000172807565,21.709635058017685,,,,
IC2574,616889635617.0863,99.99999928126147,0.6513936480644837,20.516693220606705,,,,
NGC4559,33895216194.435688,4.044062207776711,0.42744141346112335,128.24826847920264,,,,
UGC01230,46220044167.56655,16.673461799879576,0.7746322865231955,28.006058999342535,,,,
UGC07577,1097383606.1261172,2.674843543310041,0.00010000021766932319,1.6109861902270275,,,,
UGC06628,530954929168.98254,99.99999999986257,1.1096340881883875,2.460176931470709,,,,
NGC4013,49501946322.28804,0.6721764674914631,0.00010199805703339378,2211.728686811407,12666952410.378492,0.0566738336993734,0.00010036690431412239,0.9410669052708859
UGC03205,137540032969.46887,5.152177335044933,0.00010000054831328915,7919.601127475927,19280587396.17042,0.554088643923008,0.0001000000137934983,2105.1244315233116
NGC7331,165239016858.3483,1.8943756088332417,0.00010000000940689341,1379.8931413372445,7138652076.144642,0.00032926095694814275,0.024420258325028605,0.0008910170048003172
UGC02916,225023564788.7323,15.279640997010132,0.18719761906190996,220.2258746716938,23327083038.96418,1.027850109243785,0.00010000000053654396,2180.8634883341424
UGC06923,22415772327.064026,15.744458018299696,1.4906246743500295,0.08111250318317577,,,,
UGC04483,196886448.90011817,0.698817127190223,0.00010000000015942006,0.08148514043987724,,,,
NGC4217,50499186921.56285,5.3697554585195615,0.00010000000226807224,1405.1903832169814,26778498237.13346,1.2373676070192352,0.00010000003487169381,1877.296196579176
NGC3109,3363170267.2233324,4.373207260365703,0.0001000000021372945,11.16003074697812,,,,
UGC05764,3656512046.4044204,3.729100727087291,0.00010000001601716384,8.197200679311049,,,,
NGC3949,51180395172.87376,1.8773041095298266,0.0001000000023009332,207.10493003787008,,,,
D512-2,840562123.2041436,1.907123348596422,0.00010000001457916386,1.2661167177600363,,,,
NGC4389,36861337709.93476,4.181039473585104,0.5061420619337864,32.86884499799527,,,,
NGC4157,116246103646.48904,2.8642629067878267,0.00010000000001343303,3323.911325517828,1313801114.8638246,0.00010000004955040927,1.9999999673439426,0.00011403232510449623
DDO161,6675376768.2131605,3.7846135533688283,0.00010000007466209579,37.337608271318786,,,,
