GalaxyID,M_b_fit,a_fit,ChiSq,M_b_fit_bulge,a_fit_bulge,ChiSq_bulge
UGC06446,24724902398.18948,17.48908779902084,44.034252795659555,,,
NGC3953,327359726128.832,11.189048929992675,189.4622023032765,,,
NGC6789,19439330857.001472,11.177416594922216,6.13817586193382,,,
UGC07232,2446128413.60115,3.316755997630461,6.481488392136805,,,
UGC03546,90062674124.21443,4.81965307734509,5018.630970457902,15063557904.218542,0.07119662850858671,197.26393118415416
NGC6503,11579352992.72119,2.00937255575385,1108.9564661158925,,,
UGC05005,44895006003.92498,26.03418816787996,16.874022286370053,,,
UGC07690,1810948065.8024964,1.362899019787092,0.7789017433889391,,,
UGC00634,25305073009.297768,14.24472029203517,11.534666893339324,,,
DDO154,1906734746.453304,6.529645058056111,9.434240505046182,,,
UGC07603,1264212650.6946707,2.198328837689707,25.199139693322078,,,
NGC3992,281725778287.7737,9.102692369940723,1229.5917339595483,,,
NGC4088,157428666401.97882,7.747497710789261,3238.9717976470183,,,
F579-V1,75996710590.33784,21.495108427419645,67.1423965789713,,,
ESO444-G084,946008685.1564736,2.6728325490322344,36.225104539482594,,,
F565-V2,4.4444240958923446e+23,135040120.03891614,3.1796682880116443,,,
UGC10310,123539083265.8281,40.32360476453153,17.164545237310605,,,
NGC5055,75742842759.02727,3.8856093269997687,457.5368859535947,,,
NGC0801,356097253332.7059,7.3305601906475735,609.3895530787591,,,
F563-1,50241584012.91216,34.42982259560885,13.723611395475077,,,
NGC6946,91818047430.51797,5.732157528505122,8874.96976709322,2419381842.4902167,0.06221877477519768,50.79332191772766
UGC06614,182229859816.43292,31.482650216249453,998.0956328594988,51307029889.842735,0.8245240552414557,67.03803554141146
NGC3769,18412435496.301853,2.554171636129697,58.995257245714555,,,
NGC3917,139760919979.21054,20.708494600782725,728.5801111651871,,,
UGC05999,155558846193.89023,51.13706096934163,31.06318729983635,,,
NGC4085,50565811411.460014,6.133753542011756,78.41846980154114,,,
NGC3198,64384064210.56422,8.556647847546214,2241.9287146484476,,,
F568-3,288859775645.6905,68.75206918429086,41.02103713630381,,,
NGC5033,72309535153.91544,4.628201559837165,1817.10038613558,12320365279.719461,0.3074796383364913,179.19636271484612
UGC11557,68329848986.23923,14.739084173946281,97.99726195833446,,,
UGC02885,533673974514.1165,21.737050946387015,846.6994414998632,52795190144.99982,0.584150892909189,384.4349366526165
KK98-251,3.869181761531284e+23,108115788.4376774,58.07787463679036,,,
NGC5907,250174651647.38425,9.780694657738067,1374.2558483287064,,,
UGC06917,30722080324.685013,11.256695717958163,23.98036402111628,,,
UGC09992,3201392545.296552,5.8064166467053395,0.4845259587935475,,,
UGC04499,19582308914.250225,12.744077518456782,6.863351772872894,,,
NGC0289,84169671716.52489,3.9626145738032665,1824.3612995507667,,,
UGC06983,23584194502.830624,9.664060898933583,116.79194799907064,,,
UGC06973,15176244678.765572,0.3189281731417894,3.2071110665828355,3965482894.6511173,3.770775172089552e-14,0.0012018344556157614
UGC02487,491808816067.27673,10.302357157367489,1748.5492613687143,63265110816.223335,0.42293899020744696,4.1107082170450004
UGC09037,94500964381.25269,11.969835491739163,88.47873006005554,,,
NGC4051,129619241433.63997,8.717597919200324,1328.8331912493106,,,
F571-8,5078945274.251067,2.1486451953595296,251.3023973604473,,,
D564-8,266649550.68276542,3.3762870909159144,0.811546208040914,,,
